"phenotype"	"phenotypeLabel"
"http://purl.obolibrary.org/obo/MP_0030204"	"large nasal septum"
"http://purl.obolibrary.org/obo/MP_0030218"	"piriform aperture stenosis"
"http://purl.obolibrary.org/obo/MP_0030248"	"narrow maxilla"
"http://purl.obolibrary.org/obo/MP_0030264"	"occipital bossing"
"http://purl.obolibrary.org/obo/MP_0030267"	"decreased basicranium angle"
"http://purl.obolibrary.org/obo/MP_0030268"	"agnathia"
"http://purl.obolibrary.org/obo/MP_0030275"	"thin frontal bone"
"http://purl.obolibrary.org/obo/MP_0030417"	"craniofacial hyperostosis"
"http://purl.obolibrary.org/obo/MP_0030437"	"abnormal osteoblast proliferation"
"http://purl.obolibrary.org/obo/HP_0000019"	"Urinary hesitancy"
"http://purl.obolibrary.org/obo/HP_0000933"	"Posterior fossa cyst at the fourth ventricle"
"http://purl.obolibrary.org/obo/HP_0000993"	"Molluscoid pseudotumors"
"http://purl.obolibrary.org/obo/HP_0001495"	"Carpal osteolysis"
"http://purl.obolibrary.org/obo/HP_0001543"	"Gastroschisis"
"http://purl.obolibrary.org/obo/HP_0001884"	"Talipes calcaneovalgus"
"http://purl.obolibrary.org/obo/HP_0001934"	"Persistent bleeding after trauma"
"http://purl.obolibrary.org/obo/HP_0002074"	"Increased neuronal autofluorescent lipopigment"
"http://purl.obolibrary.org/obo/HP_0002561"	"Absent nipple"
"http://purl.obolibrary.org/obo/HP_0002879"	"Anisospondyly"
"http://purl.obolibrary.org/obo/HP_0003099"	"Fibular overgrowth"
"http://purl.obolibrary.org/obo/HP_0003279"	"Coxa magna"
"http://purl.obolibrary.org/obo/HP_0003354"	"Hyperthreoninemia"
"http://purl.obolibrary.org/obo/HP_0003455"	"Elevated circulating long chain fatty acid concentration"
"http://purl.obolibrary.org/obo/HP_0003575"	"Increased intracellular sodium"
"http://purl.obolibrary.org/obo/HP_0003653"	"Cellular metachromasia"
"http://purl.obolibrary.org/obo/HP_0003725"	"Firm muscles"
"http://purl.obolibrary.org/obo/HP_0004461"	"Congenital earlobe sinuses"
"http://purl.obolibrary.org/obo/HP_0004491"	"Large posterior fontanelle"
"http://purl.obolibrary.org/obo/HP_0004535"	"Anterior cervical hypertrichosis"
"http://purl.obolibrary.org/obo/HP_0004629"	"Small cervical vertebral bodies"
"http://purl.obolibrary.org/obo/HP_0004886"	"Congenital laryngeal stridor"
"http://purl.obolibrary.org/obo/HP_0004980"	"Metaphyseal rarefaction"
"http://purl.obolibrary.org/obo/HP_0005304"	"Hypoplastic pulmonary veins"
"http://purl.obolibrary.org/obo/HP_0005671"	"Bilateral intracranial calcifications"
"http://purl.obolibrary.org/obo/HP_0005850"	"Congenital talipes calcaneovalgus"
"http://purl.obolibrary.org/obo/HP_0006677"	"Prolonged QRS complex"
"http://purl.obolibrary.org/obo/HP_0006732"	"Papillary renal cell carcinoma type 2"
"http://purl.obolibrary.org/obo/HP_0007201"	"Cerebral artery atherosclerosis"
"http://purl.obolibrary.org/obo/HP_0007572"	"Hyperpigmented streaks"
"http://purl.obolibrary.org/obo/HP_0007646"	"Absent lower eyelashes"
"http://purl.obolibrary.org/obo/HP_0007709"	"Band-shaped corneal dystrophy"
"http://purl.obolibrary.org/obo/HP_0008225"	"Thyroid follicular hyperplasia"
"http://purl.obolibrary.org/obo/HP_0008450"	"Narrow vertebral interpedicular distance"
"http://purl.obolibrary.org/obo/HP_0008593"	"Prominent antitragus"
"http://purl.obolibrary.org/obo/HP_0008598"	"Mild conductive hearing impairment"
"http://purl.obolibrary.org/obo/HP_0008635"	"Hypertrophy of the urinary bladder"
"http://purl.obolibrary.org/obo/HP_0008970"	"Scapulohumeral muscular dystrophy"
"http://purl.obolibrary.org/obo/HP_0009042"	"Marked muscular hypertrophy"
"http://purl.obolibrary.org/obo/HP_0009183"	"Joint contracture of the 5th finger"
"http://purl.obolibrary.org/obo/HP_0009185"	"Contracture of the proximal interphalangeal joint of the 5th finger"
"http://purl.obolibrary.org/obo/HP_0009371"	"Type A1 brachydactyly"
"http://purl.obolibrary.org/obo/HP_0009373"	"Type C brachydactyly"
"http://purl.obolibrary.org/obo/HP_0009590"	"Unilateral vestibular Schwannoma"
"http://purl.obolibrary.org/obo/HP_0009740"	"Aplasia of the parotid gland"
"http://purl.obolibrary.org/obo/HP_0009746"	"Thick nasal septum"
"http://purl.obolibrary.org/obo/HP_0009908"	"Anterior creases of earlobe"
"http://purl.obolibrary.org/obo/HP_0010484"	"Hypertrophy of the upper limb"
"http://purl.obolibrary.org/obo/HP_0010956"	"Fetal megacystis"
"http://purl.obolibrary.org/obo/HP_0011151"	"Atypical absence status epilepticus"
"http://purl.obolibrary.org/obo/HP_0011455"	"Absent malleus"
"http://purl.obolibrary.org/obo/HP_0011536"	"Right atrial isomerism"
"http://purl.obolibrary.org/obo/HP_0011576"	"Intermediate atrioventricular canal defect"
"http://purl.obolibrary.org/obo/HP_0011880"	"Acute disseminated intravascular coagulation"
"http://purl.obolibrary.org/obo/HP_0012101"	"Decreased serum creatinine"
"http://purl.obolibrary.org/obo/HP_0012139"	"Granulocytic hypoplasia"
"http://purl.obolibrary.org/obo/HP_0012546"	"Skewed maternal X inactivation"
"http://purl.obolibrary.org/obo/HP_0012810"	"Wide nasal base"
"http://purl.obolibrary.org/obo/HP_0012865"	"Sperm head anomaly"
"http://purl.obolibrary.org/obo/HP_0025220"	"Triggered by menstruation"
"http://purl.obolibrary.org/obo/HP_0025228"	"Triggered by sudden movement"
"http://purl.obolibrary.org/obo/HP_0025291"	"Lower-body predominance"
"http://purl.obolibrary.org/obo/HP_0025309"	"Abnormal pupil shape"
"http://purl.obolibrary.org/obo/HP_0025459"	"Increased CSF/serum albumin ratio"
"http://purl.obolibrary.org/obo/HP_0025552"	"Periorbital purpura"
"http://purl.obolibrary.org/obo/HP_0030274"	"Accessory scrotum"
"http://purl.obolibrary.org/obo/HP_0030351"	"Urticarial plaque"
"http://purl.obolibrary.org/obo/HP_0030374"	"Decreased proportion of memory B cells"
"http://purl.obolibrary.org/obo/HP_0030507"	"Retinal crystals"
"http://purl.obolibrary.org/obo/HP_0030530"	"Arcuate scotoma"
"http://purl.obolibrary.org/obo/HP_0030688"	"Increased glucagon level"
"http://purl.obolibrary.org/obo/HP_0030739"	"Altman type III sacrococcygeal teratoma"
"http://purl.obolibrary.org/obo/HP_0030933"	"1-minute APGAR score of 6"
"http://purl.obolibrary.org/obo/HP_0031209"	"Decreased lipoprotein lipase level"
"http://purl.obolibrary.org/obo/HP_0031234"	"Neutrophilic infiltration of the skin"
"http://purl.obolibrary.org/obo/HP_0031319"	"Cardiomyocyte hypertrophy"
"http://purl.obolibrary.org/obo/HP_0031373"	"Stiff tongue"
"http://purl.obolibrary.org/obo/HP_0031700"	"Invasive parasitic infection"
"http://purl.obolibrary.org/obo/HP_0040039"	"Onycholysis of fingernails"
"http://purl.obolibrary.org/obo/HP_0040115"	"Abnormality of the Eustachian tube"
"http://purl.obolibrary.org/obo/HP_0040175"	"Platelet-activating factor acetylhydrolase deficiency"
"http://purl.obolibrary.org/obo/HP_0040183"	"Encopresis"
"http://purl.obolibrary.org/obo/HP_0045085"	"Atrophy of masseter muscle"
"http://purl.obolibrary.org/obo/HP_0100517"	"Neoplasm of the urethra"
"http://purl.obolibrary.org/obo/HP_0100599"	"Bifid penis"
"http://purl.obolibrary.org/obo/HP_0100656"	"Thoracoabdominal wall defect"
"http://purl.obolibrary.org/obo/HP_0100687"	"Polyotia"
"http://purl.obolibrary.org/obo/HP_0100860"	"Dilatation of Inferior mesenteric artery"
"http://purl.obolibrary.org/obo/HP_0200000"	"Dysharmonic bone age"
"http://purl.obolibrary.org/obo/HP_0200012"	"Short corpus callosum"
"http://purl.obolibrary.org/obo/HP_0500064"	"Retinopathy of prematurity threshold"
"http://purl.obolibrary.org/obo/MP_0000108"	"midline facial cleft"
"http://purl.obolibrary.org/obo/MP_0000216"	"absent erythroid progenitor cell"
"http://purl.obolibrary.org/obo/MP_0000446"	"long snout"
"http://purl.obolibrary.org/obo/MP_0000554"	"abnormal carpal bone morphology"
"http://purl.obolibrary.org/obo/MP_0000784"	"forebrain hypoplasia"
"http://purl.obolibrary.org/obo/MP_0000850"	"absent cerebellum"
"http://purl.obolibrary.org/obo/MP_0001347"	"absent lacrimal glands"
"http://purl.obolibrary.org/obo/MP_0001417"	"decreased exploration in new environment"
"http://purl.obolibrary.org/obo/MP_0001661"	"extended life span"
"http://purl.obolibrary.org/obo/MP_0002062"	"abnormal associative learning"
"http://purl.obolibrary.org/obo/MP_0002492"	"decreased IgE level"
"http://purl.obolibrary.org/obo/MP_0002918"	"abnormal paired-pulse facilitation"
"http://purl.obolibrary.org/obo/MP_0002975"	"vascular smooth muscle hypertrophy"
"http://purl.obolibrary.org/obo/MP_0003066"	"increased liver copper level"
"http://purl.obolibrary.org/obo/MP_0003232"	"abnormal forebrain development"
"http://purl.obolibrary.org/obo/MP_0003393"	"decreased cardiac output"
"http://purl.obolibrary.org/obo/MP_0003394"	"increased cardiac output"
"http://purl.obolibrary.org/obo/MP_0003402"	"decreased liver weight"
"http://purl.obolibrary.org/obo/MP_0003429"	"insensitivity to growth hormone"
"http://purl.obolibrary.org/obo/MP_0003674"	"oxidative stress"
"http://purl.obolibrary.org/obo/MP_0003729"	"abnormal photoreceptor outer segment morphology"
"http://purl.obolibrary.org/obo/MP_0003929"	"decreased heart rate variability"
"http://purl.obolibrary.org/obo/MP_0004127"	"thick hypodermis"
"http://purl.obolibrary.org/obo/MP_0004157"	"interrupted aortic arch"
"http://purl.obolibrary.org/obo/MP_0004199"	"increased fetal size"
"http://purl.obolibrary.org/obo/MP_0004320"	"split sternum"
"http://purl.obolibrary.org/obo/MP_0004699"	"unilateral deafness"
"http://purl.obolibrary.org/obo/MP_0004704"	"short vertebral column"
"http://purl.obolibrary.org/obo/MP_0004878"	"increased systemic vascular resistance"
"http://purl.obolibrary.org/obo/MP_0005077"	"abnormal melanogenesis"
"http://purl.obolibrary.org/obo/MP_0005282"	"decreased fatty acids level"
"http://purl.obolibrary.org/obo/MP_0005440"	"increased glycogen level"
"http://purl.obolibrary.org/obo/MP_0005507"	"tail dragging"
"http://purl.obolibrary.org/obo/MP_0006025"	"distended Reissner membrane"
"http://purl.obolibrary.org/obo/MP_0006036"	"abnormal mitochondrial physiology"
"http://purl.obolibrary.org/obo/MP_0006052"	"cerebellum hemorrhage"
"http://purl.obolibrary.org/obo/MP_0006072"	"abnormal retinal apoptosis"
"http://purl.obolibrary.org/obo/MP_0006123"	"tricuspid valve atresia"
"http://purl.obolibrary.org/obo/MP_0006152"	"tunnel vision"
"http://purl.obolibrary.org/obo/MP_0008025"	"brain vacuoles"
"http://purl.obolibrary.org/obo/MP_0008211"	"decreased mature B cell number"
"http://purl.obolibrary.org/obo/MP_0008560"	"increased tumor necrosis factor secretion"
"http://purl.obolibrary.org/obo/MP_0008713"	"abnormal cytokine level"
"http://purl.obolibrary.org/obo/MP_0008921"	"increased neurotransmitter release"
"http://purl.obolibrary.org/obo/MP_0008963"	"increased carbon dioxide production"
"http://purl.obolibrary.org/obo/MP_0008997"	"increased blood osmolality"
"http://purl.obolibrary.org/obo/MP_0009051"	"dilated distal convoluted tubules"
"http://purl.obolibrary.org/obo/MP_0009054"	"absent anal canal"
"http://purl.obolibrary.org/obo/MP_0009091"	"endometrium hypoplasia"
"http://purl.obolibrary.org/obo/MP_0009312"	"increased jejunum adenocarcinoma incidence"
"http://purl.obolibrary.org/obo/MP_0009323"	"abnormal spleen development"
"http://purl.obolibrary.org/obo/MP_0009580"	"increased keratinocyte apoptosis"
"http://purl.obolibrary.org/obo/MP_0009658"	"increased placenta apoptosis"
"http://purl.obolibrary.org/obo/MP_0009733"	"absent nipple"
"http://purl.obolibrary.org/obo/MP_0009808"	"decreased oligodendrocyte number"
"http://purl.obolibrary.org/obo/MP_0010118"	"abnormal intermediate mesoderm morphology"
"http://purl.obolibrary.org/obo/MP_0010408"	"sinus venosus atrial septal defect"
"http://purl.obolibrary.org/obo/MP_0010422"	"heart right ventricle hypoplasia"
"http://purl.obolibrary.org/obo/MP_0010521"	"absent pulmonary artery"
"http://purl.obolibrary.org/obo/MP_0010535"	"myocardium steatosis"
"http://purl.obolibrary.org/obo/MP_0010654"	"slow Wallerian degeneration"
"http://purl.obolibrary.org/obo/MP_0010659"	"abdominal aorta aneurysm"
"http://purl.obolibrary.org/obo/MP_0010669"	"abnormal activation-induced B cell apoptosis"
"http://purl.obolibrary.org/obo/MP_0010992"	"increased surfactant secretion"
"http://purl.obolibrary.org/obo/MP_0010995"	"abnormal lung alveolus development"
"http://purl.obolibrary.org/obo/MP_0011388"	"absent heart"
"http://purl.obolibrary.org/obo/MP_0011432"	"decreased urine flow rate"
"http://purl.obolibrary.org/obo/MP_0011571"	"enlarged inferior vena cava valve"
"http://purl.obolibrary.org/obo/MP_0011585"	"decreased alkaline phosphatase activity"
"http://purl.obolibrary.org/obo/MP_0011869"	"detached podocyte"
"http://purl.obolibrary.org/obo/MP_0011946"	"decreased eating frequency"
"http://purl.obolibrary.org/obo/MP_0012101"	"acoria"
"http://purl.obolibrary.org/obo/MP_0012146"	"increased b wave amplitude"
"http://purl.obolibrary.org/obo/MP_0012586"	"increased catechol O-methyltransferase activity"
"http://purl.obolibrary.org/obo/MP_0012707"	"incomplete caudal neuropore closure"
"http://purl.obolibrary.org/obo/MP_0013031"	"open laceration"
"http://purl.obolibrary.org/obo/MP_0013032"	"open puncture"
"http://purl.obolibrary.org/obo/MP_0013048"	"abdomen wound"
"http://purl.obolibrary.org/obo/MP_0013097"	"ear wound"
"http://purl.obolibrary.org/obo/MP_0013163"	"absent thyroid gland isthmus"
"http://purl.obolibrary.org/obo/MP_0013237"	"abnormal skeletal muscle regeneration"
"http://purl.obolibrary.org/obo/MP_0013254"	"abnormal angiotensin I-converting enzyme activity"
"http://purl.obolibrary.org/obo/MP_0013336"	"pituitary gland hypertrophy"
"http://purl.obolibrary.org/obo/MP_0013389"	"Meibomian gland hypoplasia"
"http://purl.obolibrary.org/obo/MP_0014103"	"increased chondrocyte apoptosis"
"http://purl.obolibrary.org/obo/MP_0014188"	"epididymis fibrosis"
"http://purl.obolibrary.org/obo/MP_0020040"	"decreased bone ossification"
"http://purl.obolibrary.org/obo/MP_0020050"	"increased maltase activity"
"http://purl.obolibrary.org/obo/MP_0020071"	"decreased blood catalase activity"
"http://purl.obolibrary.org/obo/MP_0030315"	"small neurocranium"
"http://purl.obolibrary.org/obo/MP_0030439"	"decreased osteoblast proliferation"
"http://purl.obolibrary.org/obo/MP_0030474"	"fused incisors"
"http://purl.obolibrary.org/obo/MP_0030563"	"detached periodontal ligament"
"http://purl.obolibrary.org/obo/HP_0000063"	"Fused labia minora"
"http://purl.obolibrary.org/obo/HP_0000896"	"Rib exostoses"
"http://purl.obolibrary.org/obo/HP_0001106"	"Periorbital hyperpigmentation"
"http://purl.obolibrary.org/obo/HP_0001412"	"Enteroviral hepatitis"
"http://purl.obolibrary.org/obo/HP_0001501"	"6 metacarpals"
"http://purl.obolibrary.org/obo/HP_0001593"	"Maxillary lateral incisor microdontia"
"http://purl.obolibrary.org/obo/HP_0002010"	"Narrow maxilla"
"http://purl.obolibrary.org/obo/HP_0002826"	"Halberd-shaped pelvis"
"http://purl.obolibrary.org/obo/HP_0003152"	"obsolete Increased serum 1,25-dihydroxyvitamin D3"
"http://purl.obolibrary.org/obo/HP_0003264"	"Deficiency of N-acetylglucosamine-1-phosphotransferase"
"http://purl.obolibrary.org/obo/HP_0003320"	"C1-C2 subluxation"
"http://purl.obolibrary.org/obo/HP_0003982"	"Aplasia of the ulna"
"http://purl.obolibrary.org/obo/HP_0004590"	"Hypoplastic sacrum"
"http://purl.obolibrary.org/obo/HP_0005143"	"Anomalous origin of right pulmonary artery from ascending aorta"
"http://purl.obolibrary.org/obo/HP_0005404"	"Increased B cell count"
"http://purl.obolibrary.org/obo/HP_0006646"	"Costal cartilage calcification"
"http://purl.obolibrary.org/obo/HP_0007922"	"Hypermyelinated retinal nerve fibers"
"http://purl.obolibrary.org/obo/HP_0008138"	"Equinus calcaneus"
"http://purl.obolibrary.org/obo/HP_0008176"	"Neonatal unconjugated hyperbilirubinemia"
"http://purl.obolibrary.org/obo/HP_0008251"	"Congenital goiter"
"http://purl.obolibrary.org/obo/HP_0008357"	"Reduced factor XIII activity"
"http://purl.obolibrary.org/obo/HP_0008459"	"Cervical vertebral agenesis"
"http://purl.obolibrary.org/obo/HP_0008639"	"Gonadal hypoplasia"
"http://purl.obolibrary.org/obo/HP_0008656"	"Incomplete male pseudohermaphroditism"
"http://purl.obolibrary.org/obo/HP_0008697"	"Hypoplasia of the fallopian tube"
"http://purl.obolibrary.org/obo/HP_0008754"	"Laryngeal calcification"
"http://purl.obolibrary.org/obo/HP_0010487"	"Small hypothenar eminence"
"http://purl.obolibrary.org/obo/HP_0010875"	"Chaddock reflex"
"http://purl.obolibrary.org/obo/HP_0010910"	"Hypervalinemia"
"http://purl.obolibrary.org/obo/HP_0010960"	"Bronchopulmonary sequestration"
"http://purl.obolibrary.org/obo/HP_0011315"	"Unicoronal synostosis"
"http://purl.obolibrary.org/obo/HP_0011377"	"Aplasia of the vestibule"
"http://purl.obolibrary.org/obo/HP_0011440"	"Alcohol-induced rhabdomyolysis"
"http://purl.obolibrary.org/obo/HP_0011625"	"Multiple muscular ventricular septal defects"
"http://purl.obolibrary.org/obo/HP_0012147"	"Reduced quantity of Von Willebrand factor"
"http://purl.obolibrary.org/obo/HP_0012479"	"Temporomandibular joint crepitus"
"http://purl.obolibrary.org/obo/HP_0012673"	"Aplasia of the upper vagina"
"http://purl.obolibrary.org/obo/HP_0020042"	"Double depressor palsy"
"http://purl.obolibrary.org/obo/HP_0025058"	"Hypothalamic atrophy"
"http://purl.obolibrary.org/obo/HP_0025101"	"Dysgenesis of the hippocampus"
"http://purl.obolibrary.org/obo/HP_0025364"	"Extracapillary hypercellularity"
"http://purl.obolibrary.org/obo/HP_0025414"	"Pendulous urethral stricture"
"http://purl.obolibrary.org/obo/HP_0025602"	"Inferior rectus muscle restriction"
"http://purl.obolibrary.org/obo/HP_0030205"	"Increased jitter at single fiber EMG"
"http://purl.obolibrary.org/obo/HP_0030585"	"Red desaturation"
"http://purl.obolibrary.org/obo/HP_0030727"	"Intracranial neurenteric cyst"
"http://purl.obolibrary.org/obo/HP_0030865"	"Large elbow"
"http://purl.obolibrary.org/obo/HP_0031163"	"Low femoral bone density"
"http://purl.obolibrary.org/obo/HP_0031296"	"Atrial septal hypertrophy"
"http://purl.obolibrary.org/obo/HP_0031307"	"Internal carotid artery calcification"
"http://purl.obolibrary.org/obo/HP_0031402"	"Reduced antigen-specific T cell proliferation"
"http://purl.obolibrary.org/obo/HP_0040013"	"Decreased mitochondrial number"
"http://purl.obolibrary.org/obo/HP_0040317"	"Blue urine"
"http://purl.obolibrary.org/obo/HP_0100629"	"Midline facial cleft"
"http://purl.obolibrary.org/obo/HP_0100663"	"Synotia"
"http://purl.obolibrary.org/obo/HP_0100853"	"Hypoplastic areola"
"http://purl.obolibrary.org/obo/HP_0200153"	"Agenesis of lateral incisor"
"http://purl.obolibrary.org/obo/HP_0410032"	"obsolete Cleft of uvula"
"http://purl.obolibrary.org/obo/MP_0000153"	"rib bifurcation"
"http://purl.obolibrary.org/obo/MP_0000346"	"broad head"
"http://purl.obolibrary.org/obo/MP_0000549"	"absent limbs"
"http://purl.obolibrary.org/obo/MP_0001302"	"eyelids open at birth"
"http://purl.obolibrary.org/obo/MP_0001525"	"impaired balance"
"http://purl.obolibrary.org/obo/MP_0001900"	"impaired synaptic plasticity"
